SiteCode,Species,Length_mm,Wt_g,logW,logL,Date,HUC12Watershed
PK0-BP,Creek Chub,52,1.46,0.164352856,1.716003344,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Blacknose Dace,64,2.69,0.42975228,1.806179974,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Creek Chub,91,8.23,0.915399835,1.959041392,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,82,4.12,0.614897216,1.913813852,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,64,1.29,0.11058971,1.806179974,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,73,4.68,0.670245853,1.86332286,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Bluegill,133,45.84,1.661244609,2.123851641,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Creek Chub,64,2.26,0.354108439,1.806179974,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,98,8.85,0.946943271,1.991226076,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,74,3.3,0.51851394,1.86923172,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Creek Chub,42,0.7,-0.15490196,1.62324929,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Blacknose Dace,60,1.7,0.230448921,1.77815125,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Central Stoneroller,93,7,0.84509804,1.968482949,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,61,2.4,0.380211242,1.785329835,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Creek Chub,30,0.2,-0.698970004,1.477121255,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,55,1.7,0.230448921,1.740362689,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,61,2.3,0.361727836,1.785329835,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Blacknose Dace,59,1.7,0.230448921,1.770852012,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,67,3.1,0.491361694,1.826074803,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Blacknose Dace,53,1.3,0.113943352,1.72427587,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Blacknose Dace,33,0.3,-0.522878745,1.51851394,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,53,1.5,0.176091259,1.72427587,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Blacknose Dace,51,0.9,-0.045757491,1.707570176,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Central Stoneroller,84,5.9,0.770852012,1.924279286,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,71,2.6,0.414973348,1.851258349,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Blacknose Dace,60,2,0.301029996,1.77815125,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,110,11.8,1.071882007,2.041392685,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,59,2.1,0.322219295,1.770852012,6/13/2023,020502060504 Plunketts Creek
PK0-BP,White Sucker,83,5.5,0.740362689,1.919078092,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Creek Chub,63,2.7,0.431363764,1.799340549,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,51,1.1,0.041392685,1.707570176,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,57,2,0.301029996,1.755874856,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,58,1.9,0.278753601,1.763427994,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Creek Chub,37,0.5,-0.301029996,1.568201724,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,66,2.1,0.322219295,1.819543936,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Blacknose Dace,57,1.5,0.176091259,1.755874856,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,68,2.4,0.380211242,1.832508913,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,61,2.1,0.322219295,1.785329835,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Central Stoneroller,83,3.7,0.568201724,1.919078092,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Creek Chub,72,4.2,0.62324929,1.857332496,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,60,1.8,0.255272505,1.77815125,6/13/2023,020502060504 Plunketts Creek
PK0-BP,Blacknose Dace,69,3.17,0.501059262,1.838849091,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Creek Chub,65,2.77,0.442479769,1.812913357,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,82,4.65,0.667452953,1.913813852,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Bluegill,117,29.25,1.46612587,2.068185862,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Blacknose Dace,49,0.97,-0.013228266,1.69019608,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,59,2.27,0.356025857,1.770852012,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,67,3.85,0.58546073,1.826074803,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,84,7.06,0.848804701,1.924279286,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Common Shiner,107,10.19,1.008174184,2.029383778,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,93,8,0.903089987,1.968482949,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Creek Chub,57,2.01,0.303196057,1.755874856,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,88,7.07,0.849419414,1.944482672,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Bluegill,137,48.94,1.689663965,2.136720567,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,64,2.86,0.456366033,1.806179974,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Bluegill,119,28.72,1.458184436,2.075546961,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Blacknose Dace,71,3.2,0.505149978,1.851258349,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Bluegill,103,21.24,1.327154512,2.012837225,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Blacknose Dace,65,4.4,0.643452676,1.812913357,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Longnose Dace,79,4.35,0.638489257,1.897627091,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Sculpin spp.,82,5.99,0.777426822,1.913813852,6/25/2024,020502060504 Plunketts Creek
PK0-BP,Bluegill,135,42.89,1.632356046,2.130333768,6/25/2024,020502060504 Plunketts Creek
PK0-CH-E,Longnose Dace,54,1.31,0.117271296,1.73239376,6/10/2025,NA
PK0-CH-E,Longnose Dace,55,1.49,0.173186268,1.740362689,6/10/2025,NA
PK0-CH-E,Longnose Dace,53,1.2,0.079181246,1.72427587,6/10/2025,NA
PK0-CH-E,Longnose Dace,48,1.01,0.004321374,1.681241237,6/10/2025,NA
PK0-CH-E,Longnose Dace,54,1.32,0.120573931,1.73239376,6/10/2025,NA
PK0-CH-W,Longnose Dace,51,1.07,0.029383778,1.707570176,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,66,2.52,0.401400541,1.819543936,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,60,2.01,0.303196057,1.77815125,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,56,1.66,0.220108088,1.748188027,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,135,23.83,1.377124042,2.130333768,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,73,3.71,0.56937391,1.86332286,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,77,4.98,0.697229343,1.886490725,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,57,1.6,0.204119983,1.755874856,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,51,1.3,0.113943352,1.707570176,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,63,2.05,0.311753861,1.799340549,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Common Shiner,68,3.05,0.484299839,1.832508913,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,50,1.25,0.096910013,1.698970004,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,56,2.33,0.367355921,1.748188027,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,53,1.38,0.139879086,1.72427587,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,46,1.05,0.021189299,1.662757832,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,62,1.9,0.278753601,1.792391689,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,54,1.89,0.276461804,1.73239376,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,66,2.76,0.440909082,1.819543936,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,69,3.47,0.540329475,1.838849091,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,68,2.95,0.469822016,1.832508913,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,51,1.39,0.1430148,1.707570176,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,72,3.5,0.544068044,1.857332496,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,58,1.7,0.230448921,1.763427994,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Common Shiner,55,1.34,0.127104798,1.740362689,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,55,1.48,0.170261715,1.740362689,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,87,6.04,0.781036939,1.939519253,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Common Shiner,50,1.14,0.056904851,1.698970004,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,77,5.51,0.741151599,1.886490725,6/18/2024,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,58,1.8,0.255272505,1.763427994,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,41,0.5,-0.301029996,1.612783857,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,64,3,0.477121255,1.806179974,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,95,7.8,0.892094603,1.977723605,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,46,0.9,-0.045757491,1.662757832,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,58,1.9,0.278753601,1.763427994,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,57,1.67,0.222716471,1.755874856,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,90,5.84,0.766412847,1.954242509,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,38,0.4,-0.397940009,1.579783597,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,65,3.1,0.491361694,1.812913357,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,40,0.6,-0.22184875,1.602059991,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,66,3.6,0.556302501,1.819543936,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,61,2.2,0.342422681,1.785329835,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,48,0.9,-0.045757491,1.681241237,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,61,2.9,0.462397998,1.785329835,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,42,0.5,-0.301029996,1.62324929,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,White Sucker,64,2.5,0.397940009,1.806179974,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,53,1.4,0.146128036,1.72427587,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,84,4.9,0.69019608,1.924279286,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,65,2.5,0.397940009,1.812913357,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,76,4.4,0.643452676,1.880813592,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,52,1.5,0.176091259,1.716003344,6/13/2023,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,72,3.09,0.489958479,1.857332496,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,81,4.35,0.638489257,1.908485019,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,93,6.25,0.795880017,1.968482949,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,61,2.36,0.372912003,1.785329835,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,60,2.56,0.408239965,1.77815125,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,58,1.71,0.23299611,1.763427994,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,66,2.96,0.471291711,1.819543936,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,56,1.4,0.146128036,1.748188027,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,65,2.9,0.462397998,1.812913357,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,47,1.88,0.274157849,1.672097858,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,56,1.78,0.250420002,1.748188027,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,51,2.03,0.307496038,1.707570176,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,58,2.56,0.408239965,1.763427994,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,71,3.45,0.537819095,1.851258349,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,49,1.01,0.004321374,1.69019608,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,69,2.85,0.45484486,1.838849091,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,73,2.97,0.472756449,1.86332286,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,66,2.34,0.369215857,1.819543936,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,66,2.49,0.396199347,1.819543936,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,82,5.03,0.701567985,1.913813852,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,64,3.25,0.511883361,1.806179974,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,51,1.71,0.23299611,1.707570176,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,66,2.38,0.376576957,1.819543936,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,71,3.18,0.50242712,1.851258349,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,50,1.1,0.041392685,1.698970004,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,53,1.34,0.127104798,1.72427587,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,62,2.99,0.475671188,1.792391689,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,55,1.95,0.290034611,1.740362689,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,55,1.52,0.181843588,1.740362689,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,52,1.2,0.079181246,1.716003344,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,62,3.2,0.505149978,1.792391689,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,96,7.6,0.880813592,1.982271233,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,57,2.16,0.334453751,1.755874856,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,59,1.92,0.283301229,1.770852012,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,53,1.35,0.130333768,1.72427587,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,56,1.72,0.235528447,1.748188027,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,51,1.41,0.149219113,1.707570176,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,57,2.23,0.348304863,1.755874856,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,62,1.84,0.264817823,1.792391689,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,57,1.81,0.257678575,1.755874856,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,96,7.14,0.853698212,1.982271233,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,57,2,0.301029996,1.755874856,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,56,1.81,0.257678575,1.748188027,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,100,9.46,0.975891136,2,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,66,2.96,0.471291711,1.819543936,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,65,2.97,0.472756449,1.812913357,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,70,3.1,0.491361694,1.84509804,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,54,1.89,0.276461804,1.73239376,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,97,1.07,0.029383778,1.986771734,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,43,0.66,-0.180456064,1.633468456,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,93,7.62,0.881954971,1.968482949,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,81,4.24,0.627365857,1.908485019,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,61,2.66,0.424881637,1.785329835,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,53,1.96,0.292256071,1.72427587,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,61,2.44,0.387389826,1.785329835,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,57,1.29,0.11058971,1.755874856,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,65,2.52,0.401400541,1.812913357,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,54,1.24,0.093421685,1.73239376,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,76,4.63,0.665580991,1.880813592,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,104,16.32,1.212720154,2.017033339,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,98,7.84,0.894316063,1.991226076,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,53,1.08,0.033423755,1.72427587,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,68,2.6,0.414973348,1.832508913,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,72,3.04,0.482873584,1.857332496,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,72,3.49,0.542825427,1.857332496,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,55,1.44,0.158362492,1.740362689,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,48,1.07,0.029383778,1.681241237,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,55,1.53,0.184691431,1.740362689,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,51,0.9,-0.045757491,1.707570176,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,73,3.83,0.583198774,1.86332286,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,54,1.71,0.23299611,1.73239376,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,45,0.9,-0.045757491,1.653212514,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,87,5.96,0.77524626,1.939519253,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,65,2.99,0.475671188,1.812913357,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,47,0.8,-0.096910013,1.672097858,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,50,1.12,0.049218023,1.698970004,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,87,6.4,0.806179974,1.939519253,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,40,0.51,-0.292429824,1.602059991,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,55,1.83,0.26245109,1.740362689,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,56,1.6,0.204119983,1.748188027,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,60,1.64,0.214843848,1.77815125,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,55,1.6,0.204119983,1.740362689,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,45,0.7,-0.15490196,1.653212514,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,60,2.9,0.462397998,1.77815125,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,50,1.3,0.113943352,1.698970004,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,68,3.7,0.568201724,1.832508913,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,50,0.9,-0.045757491,1.698970004,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,43,0.8,-0.096910013,1.633468456,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,56,1.4,0.146128036,1.748188027,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,52,1.2,0.079181246,1.716003344,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,63,2.9,0.462397998,1.799340549,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,64,2.7,0.431363764,1.806179974,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,52,1.3,0.113943352,1.716003344,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,68,3.4,0.531478917,1.832508913,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,69,3.4,0.531478917,1.838849091,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,45,0.8,-0.096910013,1.653212514,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,47,0.9,-0.045757491,1.672097858,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,55,1.1,0.041392685,1.740362689,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,50,1.1,0.041392685,1.698970004,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,52,1.4,0.146128036,1.716003344,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,60,2.3,0.361727836,1.77815125,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,48,1,0,1.681241237,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,43,0.7,-0.15490196,1.633468456,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,53,1,0,1.72427587,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,62,2.2,0.342422681,1.792391689,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,65,3.5,0.544068044,1.812913357,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,49,0.9,-0.045757491,1.69019608,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,93,6.14,0.788168371,1.968482949,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,59,1.72,0.235528447,1.770852012,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,74,3.62,0.558708571,1.86923172,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,91,7.56,0.878521796,1.959041392,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,58,2.31,0.36361198,1.763427994,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,84,4.81,0.682145076,1.924279286,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,60,1.69,0.227886705,1.77815125,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,62,2.9,0.462397998,1.792391689,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,55,1.3,0.113943352,1.740362689,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,45,0.83,-0.080921908,1.653212514,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,61,1.95,0.290034611,1.785329835,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,60,2.62,0.418301291,1.77815125,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,70,3.11,0.492760389,1.84509804,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,71,2.74,0.437750563,1.851258349,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,67,2.73,0.436162647,1.826074803,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,59,1.35,0.130333768,1.770852012,6/10/2025,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,54,1.5,0.176091259,1.73239376,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,55,1.2,0.079181246,1.740362689,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,45,0.8,-0.096910013,1.653212514,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Central Stoneroller,71,3.3,0.51851394,1.851258349,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,71,4.3,0.633468456,1.851258349,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,53,1.6,0.204119983,1.72427587,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Longnose Dace,64,2.3,0.361727836,1.806179974,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,46,0.9,-0.045757491,1.662757832,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Creek Chub,42,0.8,-0.096910013,1.62324929,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Sculpin spp.,69,4.1,0.612783857,1.838849091,6/21/2022,020502060504 Plunketts Creek
PK0-CH-W,Blacknose Dace,41,0.5,-0.301029996,1.612783857,6/21/2022,020502060504 Plunketts Creek
